id,buyer_name,review_rating,review_title,author_linkurl,review_text
102,bplank,5,Updated Review - Periodically drops my call,https://www.amazon.com/gp/profile/amzn1.account.AHRGKR76UDBLQESIERNZPBXTDK4A/ref=cm_cr_arp_d_pdp?ie=UTF8,"Update - seller saw my review and sent a new headset! Great customer service!! Headset has not dropped my calls. Appears to be a different model!
Pros - headset is comfortable, long charge and standby time and sound quality is good. Con - this is a real negative for me given I use this for work calls - periodically the headset will just drop the call - I think it may be a Bluetooth connectivity issue. Based on this I can not recommend."
103,Lewis Osborne,5,Perfect fit,https://www.amazon.com/gp/profile/amzn1.account.AGBV5QRUGKXJQUINHHSVJLHJQNIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Works great, bought 4"
104,Kitty,5,Love it,https://www.amazon.com/gp/profile/amzn1.account.AG6P5WPJCSBF3VVL5BZB26MCLKEA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I really like this phone holder. I've had it for about two week, and I haven't had any issues. There's a button on the side so when you want to take your phone out you press it and the clamps holding your phone together separate. My only ""issue"" is the aux core sometimes won't go in because the levers holding your phone from the bottom is blocking it but all you have to do is adjust your phone and it's fine. I'd recommend this phone holder."
105,Pete G.,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AE5O2HMCQY2M7QMTBV675HNPEAWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Arrived lightning fast. Exactly what I needed. Thanks!
106,Steve D.,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFTXWZXNHCNSBAHXVYK73R2IS76Q/ref=cm_cr_arp_d_pdp?ie=UTF8,Fast delivery. Worked right out of the box on macbook pro.
107,Alex OGilvie,5,Great product: ) it's been over a year and ...,https://www.amazon.com/gp/profile/amzn1.account.AGWOGBHRX4CXPY2ZLVJLAW3PIICQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Great product :) it's been over a year and I have no complaints
108,Alex OGilvie,5,Great product: ) it's been over a year and ...,https://www.amazon.com/gp/profile/amzn1.account.AGWOGBHRX4CXPY2ZLVJLAW3PIICQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Great product :) it's been over a year and I have no complaints
109,Amazon Customer,5,Best Solar Lights,https://www.amazon.com/gp/profile/amzn1.account.AG4SDZJ6R6ETGIWOUKICEDACIETA/ref=cm_cr_arp_d_pdp?ie=UTF8,I absolutely loves these solar lights!! I purchased two of these over a year ago and wanted more to be able to light up other dark areas outside my home. I now own six and they light up so brightly. There are three different settings. I use the motion detector setting. It definitely makes me feel safer at nighttime. They are worth every penny. I would highly recommend.
110,Amazon Customer,5,Best Solar Lights,https://www.amazon.com/gp/profile/amzn1.account.AG4SDZJ6R6ETGIWOUKICEDACIETA/ref=cm_cr_arp_d_pdp?ie=UTF8,I absolutely loves these solar lights!! I purchased two of these over a year ago and wanted more to be able to light up other dark areas outside my home. I now own six and they light up so brightly. There are three different settings. I use the motion detector setting. It definitely makes me feel safer at nighttime. They are worth every penny. I would highly recommend.
111,Cherie Stewart,5,"it is great, easy to put on window",https://www.amazon.com/gp/profile/amzn1.account.AF7Q6JMRNVB2H6TKIHLVOHVHT47A/ref=cm_cr_arp_d_pdp?ie=UTF8,"it is great , easy to put on window"
112,Nodnarb,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFAGCG6OPX5UCRJNRRGXZ2CJNTAA/ref=cm_cr_arp_d_pdp?ie=UTF8,They work great super bright on high and stay lit most of the night.
113,Harold E DeGarmo,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AESQXSLDJ7ESXSRJUN4VAGGL2VWA/ref=cm_cr_arp_d_pdp?ie=UTF8,Very nice timer.
114,danell,4,"Its a great timer, large display",https://www.amazon.com/gp/profile/amzn1.account.AERBM7LAOJJCHKQSHPEMI6MNGN6A/ref=cm_cr_arp_d_pdp?ie=UTF8,"Its a great timer, large display, and a great beeper you can hear from another room.  I'm only giving it 4 stars because I wish it had an off switch.  I'm going to assume it's going to go through a lot of batteries with the display always on."
115,John L.,5,Nice Wireless charger!,https://www.amazon.com/gp/profile/amzn1.account.AHGGSPKWLANDXT5KUUQWENMPQ4FQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Nice satin finish on the top. Could not believe how thin it is compared to a Samsung pad.
116,VD,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFHTBM4EEQP2W2MEOITACLPV2DUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,it is awesome
117,VD,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFHTBM4EEQP2W2MEOITACLPV2DUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,it is awesome
118,Kieran Spinelli,5,Super happy!,https://www.amazon.com/gp/profile/amzn1.account.AEX2BIGCKRUITBW3Y6UDHBB3JUQQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This thing is magic! Just used the smallest attachment for my Halloween costume and it was perfect! Looked totally natural, took only 5-10 seconds per strand on the lower setting, and stayed in all night."
119,Rudolph Bradley,5,3rd MPOW blue tooth I have bought.,https://www.amazon.com/gp/profile/amzn1.account.AEMD7M5Q4WP7A5HJ34BR4I25XUZA/ref=cm_cr_arp_d_pdp?ie=UTF8,3rd MPOW blue tooth I have bought.  All work great
120,Civilcaveman,5,Use Everyday for Lost 9 Months,https://www.amazon.com/gp/profile/amzn1.account.AFZQE4VFE76F7JWCDOXV344AMGVA/ref=cm_cr_arp_d_pdp?ie=UTF8,Use everyday for last 9 months and it is still working great! I have a Galaxy S7 Active.
121,Civilcaveman,5,Use Everyday for Lost 9 Months,https://www.amazon.com/gp/profile/amzn1.account.AFZQE4VFE76F7JWCDOXV344AMGVA/ref=cm_cr_arp_d_pdp?ie=UTF8,Use everyday for last 9 months and it is still working great! I have a Galaxy S7 Active.
122,Aaron,5,Like champ %100,https://www.amazon.com/gp/profile/amzn1.account.AFJZOJH4GSQSR4OA3NGVMFU76SXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I order this head phone for my video editing,And they work real good. noise cancellation is real good. Sound is real good via Bluetooth, it has a strong bass. the design is solid and strong. battery is real good too. Highly recommend MPOW. also I have the Cheetah sport and they work like champ. very comfortable also  Plus the company will work with you if you have any problems. Satisfaction %100."
123,Donald R. Whisenhunt,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AERLEW3DBPVEXOT6MFBH625NUK7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,good phones
124,Amazon Customer,1,dont buy,https://www.amazon.com/gp/profile/amzn1.account.AEVGEHGSRZ47PWVMKMK2YN7IDAGA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I ordered two of these, adhesive not strong enough to adhere to dash on either car with holder empty, both fell off dash without being used within 24 hours"
125,Thomas Puckett,5,Very handy and worth the price!,https://www.amazon.com/gp/profile/amzn1.account.AE6JTOCQKPM22XWG6WLW6QCPHDRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Love this mount! Works great in my car, 2005  Hyundai Elantra. The phone doesn¡¯t slip out, but it is easy to take it out of holder. Good value for the cost."
126,walter f zdanowski,5,Standing charger for I Phone,https://www.amazon.com/gp/profile/amzn1.account.AEMIIJFMFFRFVK7D33F3JTWLCY5A/ref=cm_cr_arp_d_pdp?ie=UTF8,A little slow charging but a really good addition
127,D. THWEATT,5,Good security lights,https://www.amazon.com/gp/profile/amzn1.account.AEP4EMCQN5W76QWDHCMDQL3M6ZJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Awesome lights, very easy to install!! Extremely bright and I love the ability to change the settings based on my preference."
128,TJH,5,Dongle works great,https://www.amazon.com/gp/profile/amzn1.account.AGLGACI5IGRFINGG2QLR5CXSS77A/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great.
129,TJH,5,Dongle works great,https://www.amazon.com/gp/profile/amzn1.account.AGLGACI5IGRFINGG2QLR5CXSS77A/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great.
130,Stefan Hopkins,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHRNDEIRS532RMLDMPHRBKUSL6LA/ref=cm_cr_arp_d_pdp?ie=UTF8,Perfect
131,Anthony,2,Works great...temporarily-- vendor support is hit or miss,https://www.amazon.com/gp/profile/amzn1.account.AGPIC5LCDXO3UQ7ZQR5FSDGNXSJA/ref=cm_cr_arp_d_pdp?ie=UTF8,Device will snap/break after a few months of use. Works great until it breaks... Reached out to seller once about 6 months ago and they sent a replacement. Now they're not responding to inquiries about replacing this. Seems it'll only last you a few months. Consider this a temporary solution to your car/smart-phone needs.
132,Chris,5,works great!,https://www.amazon.com/gp/profile/amzn1.account.AER7IOLW4FEMPKIQIQI2VCYZH7BQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"So far, works great!"
133,leroy prince,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFE72GK4VD5JW3AXPNENSLFCKHWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Works perfectly...nust what I expected
134,Lawrence Silva,5,Great device. Holds well in the CD slot without ...,https://www.amazon.com/gp/profile/amzn1.account.AEVQG4V27M7CQKSWNEGE4ETPHDDA/ref=cm_cr_arp_d_pdp?ie=UTF8,Great device. Holds well in the CD slot without to much shaking. Highly recommended for vehicles without blue tooth audio.
135,InkyMyCat,5,This is a must buy,https://www.amazon.com/gp/profile/amzn1.account.AH64EFOUMJGFJTGIPPCCC6IUK4UQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Wow this is a fantastic product. This works great on my 2006 Honda Accord EXL. I wish I would of bought one of these sooner. I'm thinking about buying a spare one. I've had no problems with this mount and it's well made. The price was also fantastic.
I like that I'm able to turn the mount so it's holding the phone for portrait or landscape. This is a million times better than the stupid vent ones."
136,Mr. Christos,5,Looks great and works perfect,https://www.amazon.com/gp/profile/amzn1.account.AGR324ILDA2TWMXSI2RISANNVXOA/ref=cm_cr_arp_d_pdp?ie=UTF8,Looks great and works perfect. There is a button that opens up the grip smoothly making it seem like an extension of the car. Almost makes me feel like a touch screen.....almost. I have purchased a few car phone mounts over the years and this is by far the best  Highly recommend
137,Adam Rogers,5,5 stars! Great!,https://www.amazon.com/gp/profile/amzn1.account.AFLYHGO42FZ6DNL2FAKCJHRIWWIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Great product! Thank you! Highly recommended! The best of the best! I driveva truck its great!
138,Shawn Grenesko,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AF7RC7YDQEIDA4OSJNUK5VSLANOA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great. Good battery time out to save the battery.
139,Shawn Grenesko,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AF7RC7YDQEIDA4OSJNUK5VSLANOA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works great. Good battery time out to save the battery.
140,Yosef hartstein,3,Not the best but worth it for the price,https://www.amazon.com/gp/profile/amzn1.account.AF3WJ5OFQN2SJWC3LRARRRIBEP4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,I have it for two months now. Connection can be choppy sometimes but overall it works
141,Meli J,5,Great adapter for classroom use,https://www.amazon.com/gp/profile/amzn1.account.AHB2NWSNWQJQ72WDVP2YGBH6PZVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I use this adapter to connect an older projector to a newer laptop. Everything works as expected. There are not screw holes available to secure the VGA cable to the adapter, if that is important to you.  I have not had any issues."
142,Amazon Customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHYYWIOELIBDZP2QAYDXZDOKOYZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"On time, works perfectly. Thank you!"
143,Connie King,5,Very pleased!,https://www.amazon.com/gp/profile/amzn1.account.AGNARY7P3KOFQO7Y3KOKEJBCTLPA/ref=cm_cr_arp_d_pdp?ie=UTF8,"We live on a busy street and opt to instead park in back our house on parking pad. Previously no lighting existed back there, we have a large yard and it would be costly to run electric all the way back to our parking area. This little light does the trick! Gives us the perfect amount of light when getting home at night, the only thing I would change is the light operates on motion sensor (which works well) but on my opinion it goes out too fast (about 30 seconds) I most likely will be purchasing more in the future as there are other areas I would like to have these. It is very bright for being so small!"
144,Connie King,5,Very pleased!,https://www.amazon.com/gp/profile/amzn1.account.AGNARY7P3KOFQO7Y3KOKEJBCTLPA/ref=cm_cr_arp_d_pdp?ie=UTF8,"We live on a busy street and opt to instead park in back our house on parking pad. Previously no lighting existed back there, we have a large yard and it would be costly to run electric all the way back to our parking area. This little light does the trick! Gives us the perfect amount of light when getting home at night, the only thing I would change is the light operates on motion sensor (which works well) but on my opinion it goes out too fast (about 30 seconds) I most likely will be purchasing more in the future as there are other areas I would like to have these. It is very bright for being so small!"
145,Kamil F. Wozowicz,1,Not happy with the product,https://www.amazon.com/gp/profile/amzn1.account.AG4BNMKS6BBEBMCQHIQ24OFVTYXA/ref=cm_cr_arp_d_pdp?ie=UTF8,It stopped working 6 months after order date and I cannot return it anymore. Not happy with the product.
146,Amazon Customer,5,Heating Things Up With This Great Thermometer,https://www.amazon.com/gp/profile/amzn1.account.AHMFWCUSC3DA5CT5KJ4L3JYVILDA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works really well and very fast. My meat has never tasted better.
147,Amazon Customer,5,Heating Things Up With This Great Thermometer,https://www.amazon.com/gp/profile/amzn1.account.AHMFWCUSC3DA5CT5KJ4L3JYVILDA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works really well and very fast. My meat has never tasted better.
148,Joshua Driggs,4,Updated review: Replacement works as advertised.,https://www.amazon.com/gp/profile/amzn1.account.AG7MMFBPZHDJ6A5XATGZJ5Y6XEEA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Updated review:
Litom customer service contacted me, and sent me a replacement unit with a memory function to save your preference on which pattern you like.
The replacement light works as advertised. I am not happy with the lights and plan on using them full time.
Old Review:
These lights default to a ""demo"" mode every time they cycle on. The demo mode just cycles through ever possible blinking light configuration for about 20 seconds each."
149,Joshua Driggs,4,Updated review: Replacement works as advertised.,https://www.amazon.com/gp/profile/amzn1.account.AG7MMFBPZHDJ6A5XATGZJ5Y6XEEA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Updated review:
Litom customer service contacted me, and sent me a replacement unit with a memory function to save your preference on which pattern you like.
The replacement light works as advertised. I am not happy with the lights and plan on using them full time.
Old Review:
These lights default to a ""demo"" mode every time they cycle on. The demo mode just cycles through ever possible blinking light configuration for about 20 seconds each."
150,tadandgut,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHSM6DPLJ5YSWJMPDBKJZ73VESWA/ref=cm_cr_arp_d_pdp?ie=UTF8,AAA+++!!!
151,tadandgut,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHSM6DPLJ5YSWJMPDBKJZ73VESWA/ref=cm_cr_arp_d_pdp?ie=UTF8,AAA+++!!!
152,Shirley Vieths,5,I love it! Easy to use,https://www.amazon.com/gp/profile/amzn1.account.AH7QK2NUNJQH6VCJ2PV2MQGHQIBA/ref=cm_cr_arp_d_pdp?ie=UTF8,"I love  it!  Easy to use, accurate."
153,Robert Granger,5,I recomend,https://www.amazon.com/gp/profile/amzn1.account.AGJRUWI3MQFOSQV4OHBLHCJLL6RQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Many functions and I would buy again.  I recommend.
154,Jack C. Ellsworth,5,Great product and loud (good) as advertised,https://www.amazon.com/gp/profile/amzn1.account.AGX3HOQNW7E3DPJZAB75MI2ZRMDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Great product and loud (good) as advertised.  Would like a regular 12 hour variety, but we just push button quickly so display is (current."""
155,Jerry Carley,4,They are very easy to work with and very reasonable on helping if ...,https://www.amazon.com/gp/profile/amzn1.account.AHUXZ2DMFQO3O7QZLQ6Q6NAKPYVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I bought my unit from StarTOP. They are very easy to work with and very reasonable on helping if there is a problem with your order or unit. The unit itself is easy to use and I believe to be an accurate reading on the internal temp of cooking meat. I use it with my electric smoker with the extra long lead running through the top vent.  Use this handy setup instead of opening your cooker door to take manual temp readings and thus loosing excess heat and smoke.
The only thing to take note of is this: The food safety agency of the federal government has decided that meat can be cooked to a lower temperature than previously believed and still be safely consumed. Verify and decide this yourself. However the default temps THAT CAN BE MANUALLY ADJUSTED still fall to the formerly recommended higher temps. So regardless you won't go wrong and be unsafe to cook meat hotter than now recommended.
Would buy again. Particularly for the price of this unit. Thanks StarTOP."
156,mac,5,Works perfect. Just what we needed for campgrouind water supply,https://www.amazon.com/gp/profile/amzn1.account.AEQEJY5MSBT4K7MMKCXZZHDFITHA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works perfect.  Just what we needed for campgrouind water supply.  Quick delivery.
157,J. Powell,5,well made and looks good too. The longer bat handles make it easy ...,https://www.amazon.com/gp/profile/amzn1.account.AGLH5TMMLWAYMSJ6KVUJGRA24DNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Tough, well made and looks good too. The longer bat handles make it easy to turn on an off."
158,John H.,5,Perfect for the price,https://www.amazon.com/gp/profile/amzn1.account.AHHHLGHYGYDHQWB2VMMHETSMFCPQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Very durable and well made for $19.99
159,joe mcvay,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFXQ4PFYXPHX3AIWOYASUBPNSF7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"looks great and should stand up, I like it"
160,Babs,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEZIA3RAVPIFRIXVYNLMIE4N6HUA/ref=cm_cr_arp_d_pdp?ie=UTF8,Happy
161,Steve Fowler,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEDLMQGITG75SH3Z7PCWFCUIM6NA/ref=cm_cr_arp_d_pdp?ie=UTF8,As described.. Thanks.
162,Steve Fowler,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEDLMQGITG75SH3Z7PCWFCUIM6NA/ref=cm_cr_arp_d_pdp?ie=UTF8,As described.. Thanks.
163,Sonya Malone,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHRR5UI2ARPO3JKA7GHTIIQCHCZA/ref=cm_cr_arp_d_pdp?ie=UTF8,The bits were exactly what I needed.
164,Christy,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFGR36D7ZAGMJYJKKVN6TVXAOZPA/ref=cm_cr_arp_d_pdp?ie=UTF8,As described
165,Amazon Customer,5,A great product. Fits the grill and is heavy enough ...,https://www.amazon.com/gp/profile/amzn1.account.AFHF3MQIG2PFNGOXXMYUZJMFLM5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,A great product. Fits the grill and is heavy enough to stay put. I'm very happy with my purchase and my expensive grill will be well protected.
166,Crystal,5,Amazing Product,https://www.amazon.com/gp/profile/amzn1.account.AEEHHXEQEWW3FY75NDGHH3O5AHLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,I have used my wand a couple of times and I absolutely love it!! Great buy!
167,marc gowland,5,Work well,https://www.amazon.com/gp/profile/amzn1.account.AH4PDYBSNNXXW6CQNWHCEIGJQLLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,These lights work great and are very pretty.
168,Dan Radichel,5,Quality screen,https://www.amazon.com/gp/profile/amzn1.account.AFTVCC4FYF6H43ZFX4YO52IVU35A/ref=cm_cr_arp_d_pdp?ie=UTF8,This screen is a life saver. It's very durable. Fairly simple to install. Great quality.
169,Alodami,4,Four Stars,https://www.amazon.com/gp/profile/amzn1.account.AG5WINEXJGZHFOECIAI6XJC3CRUA/ref=cm_cr_arp_d_pdp?ie=UTF8,nice lighting in backyard...used for an outdoor party... bright but wished it was a warm white instead
170,Kevin  Hairston,5,Doesn't see excessive electricity,https://www.amazon.com/gp/profile/amzn1.account.AFHMUU2LDYTQQLORHRTKZ4N453MQ/ref=cm_cr_arp_d_pdp?ie=UTF8,I like to park in back of my house and come in the back door. I don't like leaning the porch light on because it attracts bugs. However it's nice to be able to see when coming up the back steps and unlocking the door. The Litom 24 LED Solar Power Lights Waterproof Wide Angle Solar Lights Outdoor Garden Patio Lighting is perfect for me because it provides the light I need when I need it and doesn't use excessive electricity.
171,Adam Diaz,5,Nice little lights!,https://www.amazon.com/gp/profile/amzn1.account.AEPMBZLOYZE3LS2VGXUP5774BDOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"One worked the other did not. Good customer service. They sent another free of charge. Not incredibly bright, but works great as a supplement light directly over a dark door."
172,kate,4,Three Stars,https://www.amazon.com/gp/profile/amzn1.account.AFXS5FIXNFZC6ST5GJWIUZ3GJPTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"They work fine, they illuminate a smaller area than I thought they would, overall an OK light, not great.
EDIT:
Based upon my initial review, the company contacted me and provided a better version of the lights.  I do not have a product number, however they are similar, but much larger and illuminate a greater area.
Great customer service, so I am upgrading my review to 4 stars as a result of them providing a better product to make me happy, as well as outstanding customer service and support."
173,ortizlop,4,but I suggest paying a little more for better quality seat belts,https://www.amazon.com/gp/profile/amzn1.account.AH4RN4RN4T52PPDZVLMWG25KP27A/ref=cm_cr_arp_d_pdp?ie=UTF8,"These work really well, but I suggest paying a little more for better quality seat belts. The adjustment piece doesn't really hold in place and is easily moved when the dog wants to move around and say hi to us up front."
174,Jessica J Moritz,5,Perfect,https://www.amazon.com/gp/profile/amzn1.account.AGH34ZTDVLN6QX6BXV4B4KDWDJAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Exactly what I was looking for. Has PLENTY of sound and volume options.
175,Sara L,5,Amazing!! My daughter hates when I get out ...,https://www.amazon.com/gp/profile/amzn1.account.AEOMWJSEDWO54Q54ZCHJL4LNI5AA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Amazing!!  My daughter hates when I get out my tool set, but these work so quickly and efficiently!!"
176,Amazon Customer,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHQXGXJTPKX2X4OBRI56PEDILH5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,Good value
177,Carolyn Turner,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFZAMMVRY3RNZSJCCHOCH66IWJQA/ref=cm_cr_arp_d_pdp?ie=UTF8,Wonderful dish towels
178,Amazon Customer,2,"False advertising, fake reviews, SHODDY product! My warning to you!",https://www.amazon.com/gp/profile/amzn1.account.AGWJRINZPCGMLX53D7WJYTYN5ZZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"WARNING TO ALL PEOPLE INTERESTED IN THIS, OR SIMILAR ITEMS -- you get what you pay for! All of these small ""electronics"" companies pay a premium for fake reviews to bump up the star rating on their cheap merchandise made in China (e.g. chargers, battery packs, charging cords, etc.)
Don't buy Samsung's official charger here, either -- I suggest you go directly to their web page, as this site is full of counterfeit devices.
Now to my review:
This charger took up to three and a half (!) hours to charge my galaxy s8 edge from 0 to 100% -- a far cry from the ""fast charging"" advertised. And three months after the purchase date, the charging discontinues randomly for no reason whatsoever. I have to continuously plug in and re-angle the charging cord in order to resume charging. On several occasions, I have woken up in the morning for work, only to realize that the phone has charged only 10% since the night before.
Here's my advice: ignore the cheap price and buy the REAL DEAL -- and not on amazon, either, go to a real electronics outlet store, or directly to Samsung's website. You will end up spending far less money that way, in the long run."
179,Amazon Customer,2,"False advertising, fake reviews, SHODDY product! My warning to you!",https://www.amazon.com/gp/profile/amzn1.account.AGWJRINZPCGMLX53D7WJYTYN5ZZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"WARNING TO ALL PEOPLE INTERESTED IN THIS, OR SIMILAR ITEMS -- you get what you pay for! All of these small ""electronics"" companies pay a premium for fake reviews to bump up the star rating on their cheap merchandise made in China (e.g. chargers, battery packs, charging cords, etc.)
Don't buy Samsung's official charger here, either -- I suggest you go directly to their web page, as this site is full of counterfeit devices.
Now to my review:
This charger took up to three and a half (!) hours to charge my galaxy s8 edge from 0 to 100% -- a far cry from the ""fast charging"" advertised. And three months after the purchase date, the charging discontinues randomly for no reason whatsoever. I have to continuously plug in and re-angle the charging cord in order to resume charging. On several occasions, I have woken up in the morning for work, only to realize that the phone has charged only 10% since the night before.
Here's my advice: ignore the cheap price and buy the REAL DEAL -- and not on amazon, either, go to a real electronics outlet store, or directly to Samsung's website. You will end up spending far less money that way, in the long run."
180,Dominoooch,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFVT3Z7TDXP3WDDI5HXIJVND7ZRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This fast charger works great for my Samsung Galaxy S8+
No problems at all"
181,Sarah Scott,5,I love using this when I¡¯m sick,https://www.amazon.com/gp/profile/amzn1.account.AFYANBT2BEE7HENGN27FVWCENJZA/ref=cm_cr_arp_d_pdp?ie=UTF8,I love using this when I¡¯m sick! It¡¯s small and compact and doesn¡¯t take up too much space. It¡¯s also nice looking instead of looking like medical equipment or something which I enjoy.
182,Tammy Pruiett,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AH5S2E6DZUWV6NSCJXN2EQFTJE3Q/ref=cm_cr_arp_d_pdp?ie=UTF8,I love this.
183,Shannon Carroll,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AEAD34ATDTUAWLF5YDXE5RKWE7FQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Great item. Exactly as described. Fast shipping.
184,Elizabeth Rita,1,This charger only worked for about a month and then ...,https://www.amazon.com/gp/profile/amzn1.account.AGMGB5U67XPAIX4PJPGH6APBQ2NQ/ref=cm_cr_arp_d_pdp?ie=UTF8,This charger only worked for about a month and then simply stopped working.  It was past the time I could return it.  It is cheaply made and perhaps that is why it gave up the ghost.  Very disappointed
185,Sweat,4,Part of the one bud club,https://www.amazon.com/gp/profile/amzn1.account.AFP2OODQJLTTHK5GEW5I4KFK6TFA/ref=cm_cr_arp_d_pdp?ie=UTF8,Excellent product for the price. I like the design and sound quality. After a few months the left earned quit working but I am still using them.
186,C. Pruett,3,HARD TO TURN OFF...but puts out well,https://www.amazon.com/gp/profile/amzn1.account.AHFIFBXRYR6ZTT7VCW22K2YCUDVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"Good output. Silent. Easy to ""load"" with oils and water. HARD to figure out how to turn OFF, however!"
187,tira_misu2,5,"sturdy, doesn't start to tip down from the weight ...",https://www.amazon.com/gp/profile/amzn1.account.AEU2HIANMSCRM7VRAGAE7WZ64HBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"works well. sturdy, doesn't start to tip down from the weight of the phone"
188,David sample,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AFQVJG2NMMQNG4KM6UAB2PVF3MRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,Perfect. Just as described
189,Michael N. Kafes,5,This charger is better than the Samsung one because this charges perfectly through ...,https://www.amazon.com/gp/profile/amzn1.account.AHBPSKMXFO3YAXN5MX65T7Y7ME6A/ref=cm_cr_arp_d_pdp?ie=UTF8,"This charger is better than the Samsung one because this charges perfectly through my OrtterBox Commuter case. FYI - charges in vertical and horizontal position.  I am going to buy a second one to keep at the office.
Seneo iPhone X Wireless Charger with Adapter ( QC 3.0), Fast Wireless Charger Stand Pad for Samsung Galaxy Note 8 S8 Plus S7 Edge S7 S6 Edge Plus Note 5 and Standard Charge for Apple iPhone X/8/8 Plus"
190,Alodami,4,Four Stars,https://www.amazon.com/gp/profile/amzn1.account.AG5WINEXJGZHFOECIAI6XJC3CRUA/ref=cm_cr_arp_d_pdp?ie=UTF8,good as described....
191,Kevin,5,I'm using it right now and it's great. I like that it turns off to save ...,https://www.amazon.com/gp/profile/amzn1.account.AGXN43VPIK5HABTOSBD4OYN4S6RA/ref=cm_cr_arp_d_pdp?ie=UTF8,I'm using it right now and it's great. I like that it turns off to save battery and just a single click of mouse will wake it back up.
